rss,vsz
11462888,23709300
11464080,23709300
11487132,23709300
11530388,23840372
11578104,23840372
11612828,23873140
11640208,23914100
11652416,23914100
11689236,23914100
11691672,23914100
11702388,23914100
11703152,23914100
11703360,23914100
11709396,23914100
11715488,23914100
11720028,23914100
11749936,23914100
11765684,23914100
11780192,23914100
11809604,23914100
11838908,23914100
11895196,23914100
11961248,23914100
12016564,23914100
12016508,23914100
12017452,23914100
12017284,23914100
12029604,23914100
12043324,23914100
12049948,23914100
12055788,23914100
12059808,23914100
9214724,23914100
9269436,23914100
9316216,23914100
9372156,23914100
9452568,23914100
9536560,23914100
9623704,23914100
9700868,23914100
9747448,23914100
9768604,23914100
9787800,23914100
9823332,23914100
9833932,23914100
9848776,23914100
9865616,23914100
9880864,23914100
9889884,23914100
9899644,23914100
9926752,23914100
9934404,23914100
9949636,23914100
9995788,23914100
10030812,23914100
10107324,23914100
10184712,23914100
10285584,23914100
10297268,23914100
10315492,23914100
10333564,23914100
10359864,23914100
10384672,23914100
10399044,23914100
10406992,23914100
10419988,23914100
10431164,23914100
10443700,23914100
10464232,23914100
10482852,23914100
10505328,23914100
10545100,23914100
10588876,23914100
10624384,23914100
10673564,23914100
10691920,23914100
10692392,23914100
10699732,23914100
9681076,23914100
9722328,23914100
9742572,23914100
9762916,23914100
9800116,23914100
9831964,23914100
9846728,23914100
9870484,23914100
9910560,23914100
9944600,23914100
9995444,23914100
10058336,23914100
10129052,23914100
10202708,23914100
10259864,23914100
10259780,23914100
10261304,23914100
10264532,23914100
10287828,23914100
10289856,23914100
10293784,23914100
10302340,23914100
10317372,23914100
10330904,23914100
10359660,23914100
10381120,23914100
10411860,23914100
10456672,23914100
10479268,23914100
10527060,23914100
10577148,23914100
10616740,23914100
10622560,23914100
10623560,23914100
10642548,23914100
10661460,23914100
10681712,23914100
10704436,23914100
10708560,23914100
10717288,23914100
10727012,23914100
10742400,23914100
10762988,23914100
10773388,23914100
10791476,23914100
9444340,23914100
9484740,23914100
9530532,23914100
9616424,23914100
9697040,23914100
9754284,23914100
9793284,23914100
9853412,23914100
9865456,23914100
9887288,23914100
9905096,23914100
9909240,23914100
9917784,23914100
9926980,23914100
9950996,23914100
9961028,23914100
9990760,23914100
10034224,23955060
10114316,23955060
10185856,23955060
10242324,23955060
10314204,23955060
10314148,23955060
10327932,23955060
10340376,23955060
10354024,23955060
10362452,23955060
10362952,23955060
10367260,23955060
10377668,23955060
10394816,23955060
10405392,23955060
10413712,23955060
10432640,23955060
10458256,23955060
10466040,23955060
10524212,23955060
10545348,23955060
10586428,23955060
10587424,23955060
10601236,23955060
10611436,23955060
10633140,24012404
10658600,24012404
10665716,24012404
10667788,24012404
10679528,24012404
10083912,24012404
10109708,24012404
10142356,24012404
10181748,24012404
10223172,24012404
10286516,24012404
10338776,24012404
10407864,24012404
10491364,24012404
10519596,24012404
10519540,24012404
10520736,24012404
10525776,24012404
10537536,24012404
10548832,24012404
10551356,24012404
10552024,24012404
10551920,24012404
10556044,24012404
10560140,24012404
10578696,24012404
10604012,24012404
10642224,24012404
10674284,24012404
10742292,24110708
10801156,24110708
10847612,24110708
10862804,24110708
10876532,24110708
10884364,24110708
10889196,24110708
10891476,24110708
10898928,24110708
10899928,24110708
10899820,24110708
10905444,24110708
10911388,24110708
10922416,24110708
10928276,24110708
10963720,24110708
11004160,24110708
11053360,24110708
11130408,24110708
11187384,24110708
11187528,24110708
11192616,24110708
9874836,24110708
9900936,24110708
9944556,24110708
9976560,24110708
9990820,24110708
10007284,24110708
10022456,24110708
10044040,24110708
10077336,24110708
10107136,24110708
10137248,24110708
10180208,24110708
10234932,24159860
10284464,24159860
10335944,24159860
10349164,24159860
10351160,24159860
10353360,24159860
10367560,24159860
10381656,24159860
10400328,24274548
10405736,24274548
10406500,24274548
10406592,24274548
10413740,24274548
10420200,24274548
10429632,24274548
10452608,24274548
10473148,24274548
10502868,24274548
10536488,24274548
10575180,24274548
10614272,24274548
10627420,24274548
10647444,24274548
10684000,24274548
10695904,24274548
10716640,24274548
10725096,24331892
10729400,24331892
10733456,24331892
10739372,24331892
10743792,24331892
10754156,24331892
10785152,24331892
10825964,24331892
9916684,24331892
9986856,24331892
10070624,24331892
10183956,24331892
10216768,24331892
10216976,24331892
10232384,24331892
10246536,24331892
10260372,24331892
10276092,24331892
10282284,24331892
10289660,24331892
10299372,24331892
10312732,24331892
10335904,24331892
10357864,24331892
10369648,24331892
10396360,24413812
10442068,24413812
10489792,24413812
10546884,24413812
10557452,24413812
10590452,24413812
10599184,24413812
10622168,24413812
10648508,24471156
10659944,24471156
10669160,24471156
10679524,24471156
10693188,24471156
10709068,24471156
10735752,24471156
10748732,24471156
10770232,24471156
10811976,24471156
10836948,24471156
10878948,24471156
10932368,24471156
10971952,24471156
10972132,24471156
10973108,24471156
10981212,24471156
11000248,24471156
11008988,24471156
11009196,24471156
11011252,24471156
11017564,24471156
11025052,24471156
11027364,24471156
11039232,24471156
11058504,24471156
11095848,24471156
11138300,24471156
11181176,24471156
11240000,24471156
11300488,24471156
11300432,24471156
11300588,24471156
11300448,24471156
11302264,24471156
11313004,24471156
11314536,24471156
11318812,24471156
11325660,24471156
11343588,24471156
11357924,24471156
11364328,24471156
11369988,24471156
11384984,24471156
11412764,24471156
11435924,24471156
11485344,24471156
11554824,24512116
11561168,24512116
11569568,24512116
11590212,24610420
11598276,24610420
11606412,24610420
11608952,24610420
11613256,24610420
11619320,24610420
11627636,24610420
11631704,24610420
11639896,24610420
11650304,24610420
11654804,24610420
11675264,24610420
11707372,24610420
11762328,24675956
11831844,24675956
11861320,24675956
11865484,24675956
11885060,24675956
10273232,24675956
10319732,24675956
10352408,24675956
10385192,24675956
10394128,24675956
10411400,24675956
10436828,24675956
10452456,24675956
10466008,24675956
10471556,24675956
10490100,24675956
10535332,24675956
10600464,24675956
10699780,24675956
10801392,24675956
10801596,24675956
10801772,24675956
10803212,24675956
10817700,24675956
10831476,24675956
10831448,24675956
10835288,24675956
10845608,24675956
10859120,24675956
10865896,24675956
10878432,24675956
10892912,24675956
10912140,24675956
10947520,24675956
11000404,24675956
11071216,24675956
11165956,24675956
11190684,24675956
11199080,24675956
11211284,24675956
11216300,24675956
11232864,24675956
11242580,24675956
11248960,24675956
11261196,24675956
11271724,24741492
11292388,24741492
11298860,24741492
11309492,24741492
11324040,24741492
11346584,24741492
10630468,24741492
10683716,24741492
10775448,24741492
10816928,24741492
10846332,24741492
10878240,24741492
10910736,24741492
10928264,24741492
10949924,24741492
10956492,24741492
10963264,24741492
10972344,24741492
10998136,24798836
11004468,24798836
11014428,24798836
11036916,24798836
11070664,24798836
11094116,24798836
11149252,24798836
11238036,24798836
11307296,24798836
11317744,24798836
11326116,24798836
11342192,24798836
11342668,24798836
11343140,24798836
11350324,24798836
11356624,24798836
11363492,24798836
11371400,24798836
11378072,24798836
11391616,24798836
11417564,24798836
11438836,24798836
11477268,24847988
11542340,24847988
11608404,24913524
11666096,24913524
11692600,24913524
11694124,24913524
11694832,24913524
11695220,24913524
11709796,24913524
11711560,24913524
11712084,24913524
11712472,24913524
9836996,24913524
9884332,24913524
9935600,24913524
9973916,24913524
10023560,24913524
10070860,24913524
10132460,24913524
10209688,24995444
10298260,24995444
10406528,25044596
10432800,25044596
10452032,25044596
10467236,25044596
10478668,25044596
10493228,25044596
10496068,25044596
10502916,25044596
10517220,25044596
10557656,25044596
10597976,25044596
10625164,25044596
10642800,25044596
10679732,25044596
10756716,25044596
10839804,25101940
10924452,25101940
11034240,25101940
11071128,25101940
11071340,25101940
11076668,25101940
11091624,25101940
11115148,25101940
11124364,25101940
11131792,25101940
11134780,25101940
11145280,25101940
11161112,25101940
11168372,25101940
11182652,25101940
11196876,25101940
11224364,25101940
11238144,25101940
11338576,25183860
11407828,25183860
11426936,25183860
11438172,25183860
11453644,25183860
10436172,25183860
10485800,25183860
10522644,25265780
10559280,25265780
10586232,25265780
10609024,25265780
10627652,25265780
10656096,25265780
10683344,25265780
10732188,25265780
10768396,25265780
10788156,25265780
10826088,25265780
10882008,25265780
10959604,25265780
10959548,25265780
10962340,25265780
10998252,25265780
11022920,25265780
11046844,25265780
11055236,25265780
11061716,25265780
11072260,25265780
11084792,25265780
11094016,25265780
11108944,25265780
11123900,25265780
11142556,25265780
11163888,25265780
11212588,25265780
11268876,25265780
11341776,25265780
11341692,25265780
11342424,25265780
11351788,25265780
11354312,25265780
11367888,25265780
11372428,25265780
11377020,25265780
11381032,25265780
11393500,25265780
11404000,25314932
11416552,25314932
11441724,25314932
11459112,25314932
11237476,25314932
10767036,25314932
10826432,25314932
10876068,25314932
10882052,25314932
10895444,25314932
10904468,25314932
10909276,25314932
10915336,25314932
10932864,25314932
10935700,25314932
10941760,25314932
10947848,25314932
10967752,25314932
10976456,25314932
10989332,25314932
11012604,25314932
11045380,25364084
11064328,25364084
11084496,25364084
11129184,25413236
11147600,25413236
11147548,25413236
11150008,25413236
11152508,25413236
11159120,25413236
11178772,25413236
11180008,25413236
11180444,25413236
11182940,25413236
11186996,25413236
11201660,25413236
11223524,25413236
11253236,25413236
11282556,25413236
11300500,25413236
11329696,25413236
11379164,25413236
11448304,25470580
11455900,25470580
11458384,25470580
11465664,25470580
11489192,25470580
11521432,25470580
11535876,25470580
11542592,25470580
10344464,25470580
10369296,25470580
10414484,25470580
10464104,25470580
10507364,25470580
10556988,25470580
10625252,25470580
10687556,25470580
10755532,25470580
10849220,25568884
10880820,25626228
10881028,25626228
10914240,25626228
10915388,25626228
10920216,25626228
10925868,25626228
10934556,25626228
10945264,25626228
10955196,25626228
10979504,25626228
10992880,25626228
10995088,25626228
11019168,25626228
11072880,25626228
11138784,25626228
11186972,25626228
11249236,25683572
11269984,25683572
11270720,25683572
11271432,25683572
11272060,25683572
11276656,25683572
11290264,25683572
11298664,25683572
11307560,25683572
11320844,25683572
11331260,25683572
11363580,25749108
11368252,25749108
11380580,25749108
11404408,25749108
11421788,25749108
11452596,25749108
11508520,25749108
11528088,25749108
11531092,25749108
11548508,25749108
10218688,25749108
10225740,25749108
10257088,25749108
10265228,25749108
10283380,25749108
10299364,25749108
10306796,25749108
10325088,25749108
10337756,25749108
10371084,25749108
10413340,25749108
10427736,25749108
10448868,25749108
10507528,25749108
10542120,25806452
10551636,25806452
10577144,25806452
10605588,25806452
10625720,25806452
10649204,25806452
10659172,25806452
10666048,25806452
10676000,25806452
10685608,25806452
10708768,25806452
10733388,25806452
10770732,25806452
10797888,25806452
10830212,25806452
10885188,25806452
10953672,25806452
11026860,25806452
11028952,25806452
11038936,25806452
11060896,25806452
11063100,25806452
11069568,25806452
11077268,25806452
11077448,25806452
11077888,25806452
11083212,25806452
11092172,25806452
11096532,25806452
11109688,25888372
11150240,25888372
11168316,25888372
10447268,25888372
10496048,25888372
10539212,25888372
10565336,25888372
10570828,25888372
10582360,25888372
10597296,25888372
10607608,25888372
10628740,25888372
10640876,25888372
10649616,25888372
10658144,25888372
10669752,25888372
10680648,25888372
10692272,25888372
10714136,25888372
10757980,25888372
10797272,25888372
10843472,25888372
10897308,25888372
10990284,25888372
10990320,25888372
10990772,25888372
11007220,25888372
11008952,25888372
11021672,25888372
11039408,25888372
11050292,25888372
11061828,25888372
11074600,25888372
11093212,25888372
11122216,25888372
11136140,25888372
11150844,25888372
11164896,25888372
11191380,25888372
11243836,25953908
11306588,25953908
11358512,25953908
11362880,25953908
11370032,25953908
11384340,25953908
11392724,25953908
11397612,25953908
11402236,25953908
11407568,25953908
9648728,25953908
9661388,25953908
9684156,25953908
9728016,25953908
9735652,25953908
9760832,25953908
9804472,25953908
9870572,25953908
9951444,25953908
10022352,25953908
10046144,25953908
10050184,25953908
10050332,25953908
10050456,25953908
10052996,25953908
10061744,25953908
10065116,25953908
10071008,25953908
10089060,25953908
10110124,25953908
10124840,25953908
10132500,25953908
10148980,25953908
10169196,25953908
10200252,25953908
10239916,25953908
10299160,25953908
10367560,25953908
10378120,25953908
10391100,25953908
10403964,25953908
10410028,25953908
10421284,25953908
10421704,25953908
10421676,25953908
10422324,25953908
10429116,25953908
10442120,25953908
10449164,25953908
10458752,25953908
10474272,25953908
10507016,25953908
10544468,25953908
10606984,25953908
10639208,26068596
10639668,26068596
10640112,26068596
9468224,26068596
9481852,26068596
9533132,26068596
9559908,26068596
9577136,26068596
9590232,26068596
9608968,26068596
9644600,26068596
9675092,26068596
9694328,26068596
9712844,26068596
9749728,26068596
9805676,26068596
9856196,26068596
9901536,26068596
9933400,26068596
9938488,26068596
9942584,26068596
9946936,26068596
9966052,26068596
9981448,26068596
9990140,26068596
10006016,26068596
10017584,26068596
10032768,26068596
10066072,26068596
10089860,26068596
10107360,26068596
10143176,26068596
10186976,26068596
10234360,26068596
10280240,26068596
10342812,26068596
10343808,26068596
10345312,26068596
10349304,26068596
10353900,26068596
10369100,26068596
10379288,26068596
10388332,26068596
10400424,26068596
10411968,26068596
10427728,26068596
10431360,26068596
10442356,26068596
10065336,26068596
9937380,26068596
9976952,26068596
10046552,26068596
10125516,26068596
10162140,26068596
10163400,26068596
10163288,26068596
10172920,26068596
10192836,26117748
10217348,26117748
10223148,26117748
10237616,26117748
10249640,26117748
10256576,26117748
10271292,26117748
10274404,26117748
10288968,26117748
10327708,26117748
10370584,26117748
10447492,26117748
10514004,26117748
10584860,26117748
10598532,26117748
10616964,26117748
10643944,26117748
10666628,26117748
10686784,26117748
10699860,26117748
10711856,26117748
10720748,26117748
10727448,26117748
10734964,26117748
10758332,26117748
10780524,26183284
10801128,26183284
10825776,26183284
10866716,26183284
10938332,26183284
11015316,26183284
11019412,26183284
11034320,26183284
11057252,26183284
11070072,26183284
11079368,26183284
11084132,26183284
11094132,26183284
9676884,26183284
9515576,26183284
